,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second
1274,4,1435,1423,64.17,73.32,429,331,1,1,50,50,1,50,43,7,0,2,5,True,,912,1518,True,True,11,,784,1102,15049,168,43,43,Left,-0.719339983,-0.6737860290000001,-0.661065264,-0.48477252600000004,0.46711265399999996,-0.372143475,3000.0,Free,"Correct, no change",0,2
1280,5,1492,1505,55.55,85.82,829,861,-1,1,46,50,0,50,46,4,1,2,4,True,,991,1287,False,True,11,,632,1228,15963,114,50,46,Left,-1.1979637859999999,-1.114945679,0.13667839099999998,0.214243402,-0.8311857509999999,-0.305907986,3000.0,Free,Incorrect to correct,3,3
1281,5,1373,1450,87.85,85.87,611,807,1,1,55,55,1,55,50,5,0,2,4,True,,975,1132,True,True,11,,736,1090,16148,185,50,50,Left,0.595487356,0.538123543,0.139869366,0.21703946600000001,-0.39841961600000003,-0.444189094,3000.0,Free,"Correct, no change",1,3
1283,5,2151,1320,69.57,76.55,830,487,1,-1,50,46,1,50,46,4,0,2,5,True,,670,1586,True,False,11,,970,957,16348,95,46,50,Left,-0.419506046,-0.397421515,-0.454928303,-0.30414681,-0.8311857509999999,0.45986722399999996,3000.0,Free,Correct to incorrect,3,6
1284,5,1296,1530,88.05,90.77,809,518,1,1,50,50,2,46,50,4,0,2,4,False,,966,1008,False,False,11,,529,1140,16537,189,46,46,Right,0.606592316,0.548359265,0.45258487799999997,0.49105371,-0.8311857509999999,-0.533665105,3000.0,Free,"Correct, no change",3,3
1288,5,2419,1142,80.47,90.13,526,399,-1,-1,50,50,0,53,50,3,1,2,4,True,,476,1560,False,False,11,,956,782,16930,13,53,53,Left,0.185714309,0.160425374,0.411740403,0.455264094,-1.2639518859999999,0.7712902229999999,3000.0,Free,"Incorrect, no change",2,2
1290,5,1305,2948,83.4,95.75,691,2085,1,1,50,50,1,50,45,5,0,0,4,True,,953,1497,True,True,11,,340,766,17129,188,45,45,Right,0.34840198200000005,0.310378712,0.77040595,0.7695416559999999,-0.39841961600000003,-0.52320687,3000.0,Free,"Correct, no change",2,4
1295,5,1045,1264,82.6,56.38,361,1856,1,-1,57,50,2,57,50,7,0,1,5,True,,797,1262,True,False,11,,718,1088,17806,112,50,57,Left,0.303982139,0.269435821,-1.742167464,-1.432078912,0.46711265399999996,-0.82533366,3000.0,Free,Correct to incorrect,4,3
1297,6,2374,1701,86.55,95.18,811,466,1,1,56,56,2,50,56,6,0,2,3,False,,1096,792,False,False,11,,431,940,18183,190,50,50,Right,0.5233051120000001,0.471591345,0.73402884,0.7376665290000001,0.034346519,0.7189990479999999,3000.0,Free,"Correct, no change",2,2
1301,6,2198,1296,87.85,87.53,900,845,-1,-1,50,50,0,50,55,5,1,2,4,False,,902,1172,True,True,11,,642,1178,18582,12,55,55,Right,0.595487356,0.538123543,0.245809723,0.30986878100000004,-0.39841961600000003,0.514482451,3000.0,Free,"Incorrect, no change",4,5
1310,6,1108,1214,94.15,89.58,953,554,-1,-1,50,50,1,54,50,4,1,2,4,True,,927,1498,False,False,11,,666,790,19937,7,54,54,Left,0.945293615,0.8605488090000001,0.37663968200000003,0.424507394,-0.8311857509999999,-0.752126014,3000.0,Free,"Incorrect, no change",3,4
1312,6,2310,1299,56.97,50.18,872,779,-1,1,45,50,1,50,45,5,1,5,4,True,,956,933,False,True,11,,424,892,20223,96,50,45,Right,-1.119118565,-1.042272048,-2.137848317,-1.778790813,-0.39841961600000003,0.644629376,3000.0,Free,Incorrect to correct,2,4
1313,6,2195,1576,45.03,59.78,732,1626,1,1,56,56,1,50,56,6,0,2,3,False,,370,1125,False,False,11,,1016,870,20374,151,50,50,Left,-1.782084715,-1.653344695,-1.52518119,-1.24194658,0.034346519,0.510996373,3000.0,Free,"Correct, no change",3,3
1315,6,1654,1385,95.97,94.87,2515,1845,1,1,57,57,1,50,57,7,0,4,3,False,,766,1340,False,False,11,,610,1180,20660,194,50,50,Left,1.046348757,0.9536938859999999,0.714244797,0.720330934,0.46711265399999996,-0.117659755,3000.0,Free,"Correct, no change",3,5
1316,6,1263,1443,84.82,92.12,1115,779,1,1,57,57,2,50,57,7,0,4,2,False,,751,722,False,False,11,,840,776,20848,188,50,50,Left,0.42724720200000005,0.38305234299999996,0.538741193,0.56654743,0.46711265399999996,-0.572011966,3000.0,Free,"Correct, no change",1,2
1320,7,1798,1257,91.7,76.52,520,885,1,-1,50,44,1,50,44,6,0,2,5,True,,650,1280,True,False,11,,854,1182,21429,106,44,50,Right,0.809257848,0.735161205,-0.45684288799999995,-0.305824448,0.034346519,0.049672005,3000.0,Free,Correct to incorrect,2,4
1322,7,1638,1017,81.42,93.15,1044,543,1,1,57,57,1,57,50,7,0,1,4,True,,432,1164,True,True,11,,1229,1008,21721,186,50,50,Left,0.23846287100000002,0.209045057,0.60447527,0.6241463429999999,0.46711265399999996,-0.136252173,3000.0,Free,"Correct, no change",3,4
1324,7,1307,1145,86.08,93.78,538,1316,1,1,58,58,1,50,58,8,0,1,2,False,,819,1230,False,False,11,,764,814,21917,189,50,50,Right,0.49720845399999997,0.44753739600000003,0.64468155,0.659376745,0.899878788,-0.520882817,3000.0,Free,"Correct, no change",4,5
1329,7,1410,1309,90.08,92.32,320,862,1,1,50,50,2,42,50,8,0,2,4,False,,568,1555,False,False,11,,820,826,22672,191,42,42,Left,0.719307667,0.652251851,0.551505092,0.577731685,0.899878788,-0.401194127,3000.0,Free,"Correct, no change",1,5
1332,7,1548,1552,92.2,92.08,563,726,1,1,58,58,2,58,50,8,0,1,4,True,,736,1124,True,True,11,,626,900,23066,192,50,50,Left,0.837020249,0.760750512,0.536188413,0.564310579,0.899878788,-0.240834524,3000.0,Free,"Correct, no change",4,4
1333,7,1307,1368,91.7,90.55,2160,1056,1,1,57,57,1,57,50,7,0,2,4,True,,652,1531,True,True,11,,852,876,23256,190,50,50,Right,0.809257848,0.735161205,0.43854459,0.47875103,0.46711265399999996,-0.520882817,3000.0,Free,"Correct, no change",3,4
1337,7,886,2358,81.48,93.83,845,1709,1,1,50,50,1,43,50,7,0,1,2,False,,918,991,False,False,11,,490,970,23917,186,43,43,Right,0.24179436,0.212115773,0.647872525,0.662172809,0.46711265399999996,-1.010095812,3000.0,Free,"Correct, no change",4,2
1344,8,1422,1335,51.17,54.07,794,809,-1,1,50,57,1,50,57,7,1,2,4,False,,708,814,True,False,11,,891,1342,24786,101,57,50,Right,-1.441162424,-1.339108007,-1.889590492,-1.5612570559999999,0.46711265399999996,-0.38724981399999997,3000.0,Free,Incorrect to correct,3,4
1346,8,1457,2168,74.65,89.88,1470,760,-1,1,50,59,0,50,59,9,1,1,4,False,,882,1746,True,False,11,,530,592,24991,106,59,50,Left,-0.137440046,-0.137434158,0.39578553,0.441283776,1.332644923,-0.3465789,3000.0,Free,Incorrect to correct,4,3
1347,8,1237,1382,74.78,86.18,657,527,1,1,60,60,1,60,50,10,0,1,1,True,,782,1448,True,True,11,,832,714,25171,180,50,50,Right,-0.130221821,-0.130780938,0.159653408,0.23437506100000002,1.7654110580000002,-0.602224645,3000.0,Free,"Correct, no change",2,4
1349,8,1615,2529,32.0,90.38,1151,966,-1,1,41,50,0,41,50,9,1,3,4,False,,598,872,True,False,11,,846,1230,25476,129,50,41,Right,-2.5055728999999998,-2.320202031,0.427695276,0.46924441299999997,1.332644923,-0.162978774,3000.0,Free,Incorrect to correct,4,4
1350,8,1174,1539,86.78,94.05,1568,1124,1,1,50,50,1,40,50,10,0,1,1,False,,574,386,False,False,11,,652,1226,25666,190,40,40,Left,0.536075816,0.483362426,0.6619128129999999,0.67447549,1.7654110580000002,-0.6754322909999999,3000.0,Free,"Correct, no change",2,1
1352,8,1168,1180,70.45,93.17,812,1064,1,1,50,50,1,50,39,11,0,2,3,True,,852,1261,True,True,11,,718,918,25948,181,39,39,Right,-0.370644219,-0.352384335,0.60575166,0.625264768,2.1981771930000003,-0.682404447,3000.0,Free,"Correct, no change",4,6
1355,8,1324,1855,90.95,89.05,802,1250,1,1,60,60,2,50,60,10,0,1,4,False,,966,916,False,False,11,,781,1268,26408,189,50,50,Left,0.767614245,0.696777245,0.342815352,0.39486911799999996,1.7654110580000002,-0.501128373,3000.0,Free,"Correct, no change",2,5
1549,0,1105,1825,91.37,91.48,699,377,1,1,56,56,2,56,50,6,0,3,3,True,,416,848,True,True,13,,1144,1150,190,190,50,50,Left,1.021069425,0.983622861,0.76859654,0.874914619,1.034787098,-0.889458759,3000.0,Free,"Correct, no change",1,2
1555,0,2925,9952,66.18,56.0,269,569,1,-1,50,45,2,50,45,5,0,3,4,True,,510,1296,True,False,13,,1055,1339,1043,104,45,50,Left,-0.776865184,-0.7096017020000001,-1.816102458,-1.555876379,0.472790657,-0.35108055899999996,3000.0,Free,Correct to incorrect,2,5
1556,0,4390,2989,66.43,87.98,460,673,-1,-1,50,50,0,50,54,4,1,3,2,False,,991,1110,True,True,13,,552,1442,1065,22,54,54,Right,-0.75902145,-0.6927971709999999,0.513623415,0.635124076,-0.08920578400000001,0.08228431,3000.0,Free,"Incorrect, no change",1,4
1562,0,10635,3748,78.05,70.35,762,255,-1,-1,46,46,0,50,46,4,1,4,4,True,,537,1220,False,False,13,,912,1230,1888,24,50,50,Left,0.070355293,0.088277439,-0.7707126440000001,-0.57273515,-0.08920578400000001,1.929631485,3000.0,Free,"Incorrect, no change",2,3
1564,0,4839,3055,85.18,84.88,491,428,1,1,55,55,2,50,55,5,0,1,3,False,,518,1032,False,False,13,,774,859,2246,184,50,50,Right,0.579258578,0.5675426689999999,0.287790075,0.422738165,0.472790657,0.215103987,3000.0,Free,"Correct, no change",3,5
1567,0,9267,1887,79.02,88.68,287,2455,1,1,50,50,1,45,50,5,0,3,2,False,,674,408,False,False,13,,882,698,2727,183,45,45,Left,0.13958898,0.15347902,0.56461804,0.6830821840000001,0.472790657,1.524960399,3000.0,Free,"Correct, no change",1,1
1568,0,2030,4665,84.58,80.0,470,503,-1,1,45,50,1,45,50,5,1,2,4,False,,764,1184,True,False,13,,1107,1502,2824,97,50,45,Left,0.536433617,0.527211794,-0.067715312,0.08840163599999999,0.472790657,-0.615832476,3000.0,Free,Incorrect to correct,4,3
1572,1,5797,3754,96.78,101.28,506,1744,1,1,50,50,2,43,50,7,0,3,1,False,,990,500,False,False,13,,300,998,3389,198,43,43,Right,1.407207822,1.3472729159999999,1.482521292,1.546328142,1.596783539,0.498492073,3000.0,Free,"Correct, no change",0,3
1576,1,6240,665,83.6,96.45,308,8126,1,1,56,56,1,50,56,6,0,2,2,False,,502,378,False,False,13,,1143,955,3946,189,50,50,Right,0.466486181,0.461338032,1.130658378,1.215417192,1.034787098,0.629536876,3000.0,Free,"Correct, no change",3,0
1578,1,9566,9278,73.13,60.57,705,732,1,1,57,57,1,50,57,7,0,2,4,False,,871,1234,False,False,13,,696,1390,4215,166,50,50,Left,-0.280809386,-0.242435735,-1.483180406,-1.242778441,1.596783539,1.6134082459999999,3000.0,Free,"Correct, no change",3,5
1579,1,1696,2723,95.62,93.62,739,7226,1,1,50,50,2,50,43,7,0,1,5,True,,670,1059,True,True,13,,677,1612,4408,193,43,43,Right,1.324412898,1.269299892,0.9244943940000001,1.021529409,1.596783539,-0.71463375,3000.0,Free,"Correct, no change",3,2
1580,1,2780,4925,72.38,83.53,556,220,1,1,56,56,1,56,50,6,0,2,5,True,,1038,988,True,True,13,,534,1202,4585,177,50,50,Left,-0.334340588,-0.292849328,0.189443298,0.330247527,1.034787098,-0.39397332799999996,3000.0,Free,"Correct, no change",3,5
1581,1,8957,3587,95.32,97.5,565,1515,1,1,50,50,2,50,44,6,0,2,2,True,,951,1958,True,True,13,,596,490,4780,195,44,44,Left,1.3030004179999999,1.249134454,1.207150316,1.287354355,1.034787098,1.433258617,3000.0,Free,"Correct, no change",3,6
1585,1,7776,14064,88.85,88.6,476,404,1,1,50,50,1,45,50,5,0,1,3,False,,856,815,False,False,13,,766,1394,5255,188,45,45,Left,0.8412045890000001,0.814233187,0.558790083,0.6776012579999999,0.472790657,1.083904412,3000.0,Free,"Correct, no change",3,5
1593,2,1415,5066,88.13,75.58,781,277,1,1,50,50,1,50,45,5,0,2,3,True,,1206,1176,True,True,13,,392,1144,6586,181,45,45,Left,0.7898146359999999,0.7658361370000001,-0.389709945,-0.214419565,0.472790657,-0.797756978,3000.0,Free,"Correct, no change",1,5
1594,2,4602,2825,70.25,57.77,289,663,-1,-1,50,50,1,55,50,5,1,2,3,True,,740,842,False,False,13,,916,1454,6621,35,55,55,Left,-0.486369199,-0.436023934,-1.6871589059999998,-1.434610876,0.472790657,0.144996496,3000.0,Free,"Incorrect, no change",1,5
1603,2,6639,4346,63.98,96.83,1073,442,1,1,57,57,1,50,57,7,0,4,3,False,,966,1400,False,False,13,,588,1138,7754,179,50,50,Right,-0.93389004,-0.857481577,1.158341175,1.2414515940000002,1.596783539,0.747565943,3000.0,Free,"Correct, no change",1,5
1605,2,3378,2258,93.42,91.67,585,451,1,1,50,50,1,50,44,6,0,1,4,True,,984,1080,True,True,13,,704,1111,8139,191,44,44,Right,1.167388041,1.121420017,0.7824379379999999,0.88793182,1.034787098,-0.217077634,3000.0,Free,"Correct, no change",2,3
1606,2,6078,1445,83.27,84.67,810,640,-1,-1,50,50,1,50,56,6,1,3,4,False,,813,980,True,True,13,,730,1632,8154,15,56,56,Right,0.44293245299999995,0.439156051,0.272491687,0.40835073299999997,1.034787098,0.5816153000000001,3000.0,Free,"Incorrect, no change",1,5
1607,2,4415,930,86.7,90.38,517,521,1,1,57,57,1,50,57,7,0,3,4,False,,642,916,False,False,13,,1008,1290,8342,188,50,50,Left,0.687748479,0.6697142189999999,0.688462129,0.7995518770000001,1.596783539,0.089679615,3000.0,Free,"Correct, no change",2,3
1608,2,3598,12931,96.28,96.5,699,323,1,1,50,50,2,50,43,7,0,3,1,True,,678,1432,True,True,13,,602,286,8538,196,43,43,Right,1.371520355,1.313663854,1.134300852,1.218842771,1.596783539,-0.15199895,3000.0,Free,"Correct, no change",2,4
1613,3,4143,3794,58.05,68.57,332,709,-1,1,50,54,0,54,50,4,1,2,2,True,,720,598,False,True,13,,774,1804,9210,104,54,50,Left,-1.357143404,-1.256085057,-0.90038469,-0.694685769,-0.08920578400000001,0.009218698,3000.0,Free,Incorrect to correct,3,6
1617,3,6653,3360,58.87,62.92,486,588,1,1,55,55,1,50,55,5,0,2,2,False,,584,492,False,False,13,,950,2271,9736,160,50,50,Right,-1.298615957,-1.200966194,-1.311984164,-1.081776218,0.472790657,0.751707314,3000.0,Free,"Correct, no change",3,6
1620,3,2202,4776,69.22,75.77,975,640,1,-1,54,50,2,54,50,4,0,1,4,True,,692,1316,True,False,13,,882,1358,10205,96,50,54,Left,-0.559885382,-0.5052586029999999,-0.375868546,-0.201402365,-0.08920578400000001,-0.564952778,3000.0,Free,Correct to incorrect,4,3
1622,3,1785,2861,78.38,59.28,656,391,1,-1,53,50,2,53,50,3,0,1,1,True,,744,136,True,False,13,,918,500,10507,109,50,53,Right,0.093909021,0.11045942,-1.577156215,-1.331158384,-0.651202226,-0.688306465,3000.0,Free,Correct to incorrect,3,1
1624,3,3747,3020,64.5,74.03,892,708,1,-1,50,47,2,47,50,3,0,1,1,False,,1006,121,False,True,13,,528,1904,10700,94,47,50,Right,-0.896775074,-0.8225281520000001,-0.502626614,-0.32061252100000004,-0.651202226,-0.10792293300000001,3000.0,Free,Correct to incorrect,4,5
1625,3,1349,1453,71.67,62.57,954,634,1,1,52,52,1,52,50,2,0,2,3,True,,1028,1372,True,True,13,,522,1016,10866,166,50,50,Left,-0.385016791,-0.340574197,-1.337481477,-1.105755273,-1.2131986670000001,-0.817280583,3000.0,Free,"Correct, no change",4,5
1629,3,3729,8211,84.17,80.92,481,1630,1,1,52,52,2,50,52,2,0,2,1,False,,360,458,False,False,13,,1152,696,11422,182,50,50,Right,0.507169894,0.499652363,-0.0006938039999999999,0.151432293,-1.2131986670000001,-0.11324755199999999,3000.0,Free,"Correct, no change",2,2
1633,4,4661,1331,57.28,90.23,604,658,1,-1,51,50,1,51,50,1,0,1,4,True,,908,1220,True,False,13,,498,1130,11740,82,50,51,Right,-1.4121021040000001,-1.307843013,0.67753471,0.78927514,-1.7751951080000001,0.16244941599999999,3000.0,Free,Correct to incorrect,2,3
1636,4,4506,1598,65.97,94.55,815,439,1,1,50,50,1,47,50,3,0,2,2,False,,416,356,False,False,13,,1201,830,11958,179,47,47,Right,-0.79185392,-0.723717508,0.9922443959999999,1.085245182,-0.651202226,0.116598525,3000.0,Free,"Correct, no change",2,2
1639,4,3109,4357,81.78,97.47,772,661,1,1,53,53,2,53,50,3,0,1,3,True,,788,1130,True,True,13,,920,978,12352,188,50,50,Right,0.3365838,0.339001045,1.204964832,1.285299007,-0.651202226,-0.296651115,3000.0,Free,"Correct, no change",3,2
1645,4,4127,2336,69.17,67.83,753,638,1,1,50,50,2,50,47,3,0,1,4,True,,840,1314,True,True,13,,786,1167,13085,167,47,47,Left,-0.5634541279999999,-0.508619509,-0.9542932940000001,-0.745384341,-0.651202226,0.004485702,3000.0,Free,"Correct, no change",2,4
1646,4,2304,7284,61.98,71.13,787,527,1,-1,52,50,1,52,50,2,0,1,4,True,,826,1238,True,False,13,,671,1301,13179,94,50,52,Left,-1.07663991,-0.9919178259999999,-0.713890061,-0.519296114,-1.2131986670000001,-0.534779934,3000.0,Free,Correct to incorrect,4,4
1649,4,2697,13724,80.92,82.75,584,321,-1,-1,48,48,0,50,48,2,1,1,3,True,,728,1018,False,False,13,,820,1330,13395,17,50,50,Right,0.275201356,0.281193457,0.132620716,0.276808492,-1.2131986670000001,-0.41852574,3000.0,Free,"Incorrect, no change",4,5
1651,4,3889,3540,77.97,74.7,3570,447,-1,-1,50,50,1,50,53,3,1,2,4,False,,750,1246,True,True,13,,1131,1393,13492,23,53,53,Left,0.064645298,0.08289998900000001,-0.45381747299999997,-0.274709759,-0.651202226,-0.06591760099999999,3000.0,Free,"Incorrect, no change",4,4
1654,5,1151,1032,95.5,99.57,488,3939,1,1,55,55,1,50,55,5,0,2,4,False,,502,916,False,False,13,,930,1154,13891,196,50,50,Right,1.315847906,1.261233717,1.3579487069999998,1.4291733340000001,0.472790657,-0.875851398,3000.0,Free,"Correct, no change",3,4
1656,5,2808,4453,83.5,85.67,591,218,-1,-1,50,50,0,56,50,6,1,1,4,True,,672,1084,False,False,13,,964,1007,13929,15,56,56,Left,0.45934868799999995,0.454616219,0.34534115200000004,0.47686231700000004,1.034787098,-0.385690586,3000.0,Free,"Incorrect, no change",3,3
1657,5,11596,2538,74.15,100.92,473,963,1,1,57,57,1,50,57,7,0,1,5,False,,863,1569,False,False,13,,816,1058,14116,187,50,50,Right,-0.208006953,-0.173873248,1.456295484,1.5216639719999998,1.596783539,2.213907007,3000.0,Free,"Correct, no change",3,3
1660,5,3244,2320,85.67,90.62,285,547,1,1,56,56,2,50,56,6,0,3,4,False,,990,808,False,False,13,,511,1821,14692,187,50,50,Left,0.6142322960000001,0.60047955,0.7059460009999999,0.8159946570000001,1.034787098,-0.25671646800000003,3000.0,Free,"Correct, no change",2,5
1662,5,3027,5957,92.45,85.12,3917,223,1,1,55,55,2,55,50,5,0,3,3,True,,822,936,True,True,13,,724,996,15067,188,50,50,Right,1.098154355,1.056218436,0.305273946,0.439180945,0.472790657,-0.320907715,3000.0,Free,"Correct, no change",2,3
1668,5,1615,4668,97.68,98.37,3491,1051,1,1,56,56,2,50,56,6,0,1,3,False,,1161,574,False,False,13,,624,822,15881,197,50,50,Left,1.471445264,1.4077692290000001,1.27052935,1.346959433,1.034787098,-0.738594538,3000.0,Free,"Correct, no change",5,0
1672,5,2404,6559,56.63,67.07,771,260,1,-1,50,46,2,50,46,4,0,3,4,True,,595,1014,True,False,13,,934,1118,16418,94,46,50,Right,-1.458495811,-1.351534794,-1.009658887,-0.797453145,-0.08920578400000001,-0.5051987139999999,3000.0,Free,Correct to incorrect,2,3
1675,6,6705,2156,67.73,76.35,380,293,1,1,50,50,1,48,50,2,0,3,2,False,,906,1541,False,False,13,,670,812,16871,171,48,48,Right,-0.666234035,-0.605413609,-0.333615857,-0.161665646,-1.2131986670000001,0.767089548,3000.0,Free,"Correct, no change",1,5
1680,6,2731,4990,95.33,52.0,740,1664,1,1,50,50,1,49,50,1,0,1,5,False,,818,901,False,False,13,,749,1604,17522,173,49,49,Left,1.303714167,1.249806635,-2.107500316,-1.829922715,-1.7751951080000001,-0.40846812600000004,3000.0,Free,"Correct, no change",3,3
1681,6,2460,3023,98.85,81.07,5564,755,1,1,51,51,2,50,51,1,0,1,3,False,,732,916,False,False,13,,630,928,17711,189,50,50,Left,1.5549539369999998,1.486414435,0.010233615,0.16170903,-1.7751951080000001,-0.488633231,3000.0,Free,"Correct, no change",3,3
1682,6,3734,2481,46.77,92.15,258,564,-1,-1,50,50,0,50,50,0,1,4,2,False,,698,378,True,False,13,,867,1175,17740,29,50,50,Right,-2.162252669,-2.014305504,0.817405681,0.920817381,-2.337191549,-0.111768491,3000.0,Free,"Incorrect, no change",1,2
1688,6,5912,3066,53.9,74.77,830,407,-1,-1,50,50,0,54,50,4,1,2,4,True,,590,1278,False,False,13,,1000,1209,18323,35,54,54,Left,-1.6533493830000001,-1.535040274,-0.448718011,-0.269913948,-0.08920578400000001,0.532510475,3000.0,Free,"Incorrect, no change",2,5
1689,6,1575,737,95.72,95.72,3375,583,1,1,50,50,1,50,45,5,0,0,1,True,,736,482,True,True,13,,444,482,18517,194,45,45,Right,1.331550391,1.2760217040000001,1.077478269,1.165403735,0.472790657,-0.7504270259999999,3000.0,Free,"Correct, no change",1,1
1691,6,2717,3002,93.25,100.07,541,835,1,1,54,54,1,54,50,4,0,1,3,True,,855,1438,True,True,13,,538,874,18880,196,50,50,Right,1.1552543020000001,1.109992936,1.39437344,1.4634291259999999,-0.08920578400000001,-0.412609496,3000.0,Free,"Correct, no change",2,3
1696,7,4785,3683,75.75,71.7,239,211,1,1,50,50,2,50,46,4,0,3,4,True,,1231,1198,True,True,13,,662,1125,19629,172,46,46,Left,-0.093807057,-0.066324248,-0.672365867,-0.48024451100000004,-0.08920578400000001,0.199130129,3000.0,Free,"Correct, no change",1,1
1697,7,6201,2328,57.4,55.7,297,1791,1,1,50,50,1,47,50,3,0,1,3,False,,468,698,False,False,13,,1004,1587,19784,155,47,47,Left,-1.403537111,-1.2997768379999999,-1.837957298,-1.576429855,-0.651202226,0.6180002,3000.0,Free,"Correct, no change",2,3
1699,7,4577,4311,83.12,83.52,503,229,1,1,54,54,1,54,50,4,0,4,3,True,,786,1194,True,True,13,,773,842,19982,182,50,50,Right,0.43222621299999997,0.42907333200000003,0.18871480300000001,0.329562411,-0.08920578400000001,0.13760119099999998,3000.0,Free,"Correct, no change",0,2
1705,7,1134,4050,90.05,91.47,571,225,1,1,50,50,1,46,50,4,0,3,2,False,,680,338,False,False,13,,1058,610,20668,190,46,46,Right,0.9268545109999999,0.894894937,0.767868045,0.8742295040000001,-0.08920578400000001,-0.880880205,3000.0,Free,"Correct, no change",1,2
1712,7,6483,676,93.57,98.12,699,500,-1,-1,50,50,1,51,50,1,1,1,1,True,,416,332,False,False,13,,836,412,21647,3,51,51,Right,1.178094282,1.1315027359999998,1.2523169840000001,1.329831537,-1.7751951080000001,0.70141924,3000.0,Free,"Incorrect, no change",1,1
1713,7,2326,1849,91.83,85.72,2941,278,1,1,50,50,1,50,48,2,0,1,6,True,,838,1524,True,True,13,,605,1047,21834,187,48,48,Left,1.053901895,1.014543199,0.348983625,0.480287896,-1.2131986670000001,-0.528272066,3000.0,Free,"Correct, no change",4,2
1714,7,16988,3140,83.53,92.6,2551,514,1,1,50,50,2,48,50,2,0,4,4,False,,628,862,False,False,13,,842,1219,22021,187,48,48,Right,0.461489936,0.456632763,0.85018794,0.951647593,-1.2131986670000001,3.8089263769999997,3000.0,Free,"Correct, no change",1,3
1722,8,2352,1307,69.92,66.97,588,744,-1,-1,46,46,0,46,50,4,1,3,3,False,,1015,1466,True,True,13,,794,1004,22857,31,50,50,Right,-0.5099229270000001,-0.458205915,-1.016943833,-0.804304303,-0.08920578400000001,-0.520580949,3000.0,Free,"Incorrect, no change",2,2
1724,8,2733,3336,78.42,69.18,1561,493,1,1,50,50,2,45,50,5,0,5,2,False,,733,464,False,False,13,,756,557,23206,173,45,45,Right,0.096764019,0.113148145,-0.855946517,-0.6528937029999999,0.472790657,-0.407876501,3000.0,Free,"Correct, no change",2,1
