,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second
2066,6,1217,1486,21.67,91.87,572,530,1,1,53,53,2,53,50,3,0,1,5,True,,751,1330,True,True,15,,878,911,18713,155,50,50,Right,-1.423061409,-1.516738036,1.0341340540000001,1.256958911,-0.490930948,-0.45743786200000003,3000.0,Free,"Correct, no change",4,2
2077,7,1156,1228,18.05,52.45,780,355,-1,1,50,53,1,50,53,3,1,1,5,False,,785,1228,True,False,15,,842,1025,19990,116,53,50,Right,-1.61683485,-1.704847978,-0.683968103,-0.495539289,-0.490930948,-0.634316085,3000.0,Free,Incorrect to correct,3,1
2078,7,1397,1513,77.37,94.68,600,521,1,1,54,54,1,50,54,4,0,1,6,False,,864,1126,False,False,15,,776,1368,20175,185,50,50,Left,1.558480207,1.37766079,1.156606582,1.381883314,0.054868753,0.06449787900000001,3000.0,Free,"Correct, no change",4,2
2079,7,1330,1612,75.58,92.83,513,726,1,1,50,50,2,46,50,4,0,1,5,False,,880,1080,False,False,15,,785,1265,20358,183,46,46,Left,1.462664058,1.2846451,1.075975202,1.299637711,0.054868753,-0.12977820199999998,3000.0,Free,"Correct, no change",4,1
2083,7,1426,1471,17.52,18.88,994,669,-1,-1,50,50,0,53,50,3,1,1,5,True,,779,1285,False,False,15,,850,1368,20859,81,53,53,Right,-1.645204994,-1.732388936,-2.147100761,-1.987963555,-0.490930948,0.148587526,3000.0,Free,"Incorrect, no change",4,1
2084,7,1344,1366,50.18,25.07,485,546,1,1,50,50,1,46,50,4,0,1,5,False,,787,1212,False,False,15,,872,1271,20996,137,46,46,Right,0.10303825800000001,-0.035242335,-1.877312523,-1.712774213,0.054868753,-0.0891832,3000.0,Free,"Correct, no change",3,2
2089,7,1130,1300,9.77,54.05,341,771,1,1,53,53,1,53,50,3,0,1,5,True,,754,877,True,True,15,,798,1368,21624,131,50,50,Right,-2.060051449,-2.135110496,-0.614232855,-0.42440795600000003,-0.490930948,-0.709706803,3000.0,Free,"Correct, no change",4,2
2090,7,1206,1602,60.32,86.07,479,511,1,1,53,53,2,50,53,3,0,1,5,False,,789,1142,False,False,15,,864,1249,21797,173,50,50,Right,0.6458180060000001,0.49167335700000003,0.781343782,0.9991078320000001,-0.490930948,-0.489333935,3000.0,Free,"Correct, no change",3,3
2097,8,1182,1279,42.95,83.42,728,469,-1,-1,50,50,1,50,51,1,1,1,5,False,,789,1194,True,True,15,,868,1062,22629,36,51,51,Right,-0.283973338,-0.41094257799999995,0.6658447789999999,0.8812965620000001,-1.58253035,-0.5589253670000001,3000.0,Free,"Incorrect, no change",3,2
2100,8,1481,1451,86.32,72.57,773,728,1,1,50,50,2,47,50,3,0,1,4,False,,802,764,False,False,15,,868,1465,23070,179,47,47,Right,2.037560951,1.842739237,0.192952633,0.398937215,-0.490930948,0.308067892,3000.0,Free,"Correct, no change",2,3
2103,8,1395,1536,54.73,96.95,834,449,1,1,53,53,2,50,53,3,0,1,5,False,,876,1217,False,False,15,,772,1356,23441,175,50,50,Right,0.346593273,0.20119419300000002,1.255543464,1.482800891,-0.490930948,0.058698593,3000.0,Free,"Correct, no change",4,3
2104,8,1260,1582,20.28,52.82,718,568,-1,-1,50,50,0,52,50,2,1,1,5,True,,916,1317,False,False,15,,749,1339,23503,62,52,52,Left,-1.4974661280000001,-1.588968097,-0.667841827,-0.479090168,-1.0367306490000001,-0.33275321199999996,3000.0,Free,"Incorrect, no change",4,1
2111,8,1210,1543,57.52,77.32,524,542,-1,-1,48,48,1,48,50,2,1,1,4,False,,888,994,True,True,15,,772,1178,24383,32,50,50,Left,0.495937997,0.346173955,0.39997914799999995,0.610108358,-1.0367306490000001,-0.47773536299999997,3000.0,Free,"Incorrect, no change",3,2
2113,8,1514,1129,55.83,85.23,796,1099,1,1,53,53,2,53,50,3,0,1,5,True,,904,976,True,True,15,,773,1186,24718,169,50,50,Left,0.405474706,0.25835467300000003,0.7447327770000001,0.9617638820000001,-0.490930948,0.40375611100000003,3000.0,Free,"Correct, no change",2,2
2114,8,1378,1520,76.25,89.22,957,848,1,1,52,52,1,52,50,2,0,1,4,True,,791,912,True,True,15,,822,1247,24900,182,50,50,Right,1.4985282030000002,1.319461029,0.91863505,1.139147642,-1.0367306490000001,0.009404662,3000.0,Free,"Correct, no change",3,1
2307,0,1518,1647,94.23,100.53,2327,1904,1,1,61,61,1,50,61,11,0,1,2,False,,916,930,False,False,17,,672,1144,584,197,50,50,Left,0.968909358,0.654636818,1.4324028340000001,1.229473118,2.348033814,-0.40709466200000005,3000.0,Free,"Correct, no change",4,6
2308,0,1336,1802,97.42,95.32,2298,3212,1,1,50,50,2,50,39,11,0,1,2,True,,763,932,True,True,17,,828,1202,779,195,39,39,Right,1.2290991629999999,0.947328772,1.0159041629999999,0.735697857,2.348033814,-0.563483827,3000.0,Free,"Correct, no change",6,5
2312,0,1695,1762,92.23,94.3,2835,2527,-1,1,50,59,1,59,50,9,1,1,2,True,,950,1346,False,True,17,,717,988,1463,100,59,50,Left,0.805780954,0.471130891,0.934363157,0.639027844,1.421565357,-0.25500190300000003,3000.0,Free,Incorrect to correct,3,4
2313,0,2498,1668,89.55,93.43,2071,3446,1,1,60,60,1,60,50,10,0,1,1,True,,956,1034,True,True,17,,625,1170,1653,190,50,50,Left,0.587188892,0.22523294800000002,0.864813475,0.55657401,1.884799585,0.43500084,3000.0,Free,"Correct, no change",5,7
2314,0,1305,1473,93.83,91.92,3298,3299,1,1,60,60,2,60,50,10,0,1,2,True,,734,1316,True,True,17,,874,738,1844,191,50,50,Right,0.936283677,0.617935633,0.7441008090000001,0.413464481,1.884799585,-0.590121542,3000.0,Free,"Correct, no change",4,6
2320,0,1718,2668,95.38,70.3,1953,3318,1,1,50,50,1,50,40,10,0,1,2,True,,681,1444,True,True,17,,936,734,2795,182,40,40,Right,1.062708191,0.760152726,-0.9842487590000001,-1.63556069,1.884799585,-0.235238437,3000.0,Free,"Correct, no change",4,6
2324,0,1601,2306,97.47,75.17,2368,2629,1,-1,60,50,2,60,50,10,0,1,2,True,,716,1467,True,False,17,,1167,770,3395,110,50,60,Right,1.233177373,0.95191642,-0.594930424,-1.1740087670000001,1.884799585,-0.335774329,3000.0,Free,Correct to incorrect,5,7
2327,1,1102,1459,88.88,93.42,2251,2074,1,1,50,50,1,50,42,8,0,1,2,True,,922,1040,True,True,17,,757,1075,3964,190,42,42,Left,0.532540876,0.163758462,0.864014053,0.555626264,0.9583311290000001,-0.76455561,3000.0,Free,"Correct, no change",4,6
2330,1,2107,1816,82.52,79.6,3804,1963,1,1,50,50,1,44,50,6,0,1,2,False,,1050,1020,False,False,17,,598,1110,4520,180,44,44,Right,0.01379255,-0.41979038700000004,-0.24078664100000002,-0.7541576329999999,0.031862672,0.09902192,3000.0,Free,"Correct, no change",4,5
2331,1,1996,1485,78.7,89.48,2771,2399,1,1,50,50,2,44,50,6,0,1,2,False,,689,1072,False,False,17,,912,832,4703,183,44,44,Right,-0.297782703,-0.770286708,0.549041931,0.18221464699999998,0.031862672,0.003641715,3000.0,Free,"Correct, no change",4,6
2336,1,1623,2522,68.7,70.57,2361,2384,-1,-1,44,44,0,50,44,6,1,1,1,True,,844,1264,False,False,17,,618,924,5153,29,50,50,Left,-1.113424725,-1.687816345,-0.962664375,-1.609971569,0.031862672,-0.31687014399999996,3000.0,Free,"Incorrect, no change",4,8
2339,1,2626,2568,63.23,64.5,1896,2214,-1,-1,42,42,0,50,42,8,1,1,2,True,,836,1180,False,False,17,,784,1008,5473,35,50,50,Left,-1.559580912,-2.1897050559999998,-1.447913305,-2.185252919,0.9583311290000001,0.544988824,3000.0,Free,"Incorrect, no change",6,8
2341,1,1811,2016,92.72,90.52,2125,1766,1,1,59,59,2,50,59,9,0,1,2,False,,870,1072,False,False,17,,722,1238,5846,191,50,50,Left,0.845747413,0.5160898429999999,0.63218178,0.28078015,1.421565357,-0.155325293,3000.0,Free,"Correct, no change",5,6
2343,1,2269,1750,74.82,89.48,1809,1559,1,1,50,50,2,42,50,8,0,1,2,False,,627,950,False,False,17,,982,1381,6209,181,42,42,Right,-0.614251808,-1.126288207,0.549041931,0.18221464699999998,0.9583311290000001,0.238225462,3000.0,Free,"Correct, no change",4,5
2348,2,1249,1331,89.53,90.53,1398,1629,1,1,50,50,1,43,50,7,0,1,2,False,,868,1342,False,False,17,,726,1020,6981,189,43,43,Left,0.585557608,0.223397889,0.6329812020000001,0.281727895,0.4950969,-0.638241285,3000.0,Free,"Correct, no change",4,5
2349,2,3581,1532,90.45,87.82,3277,1877,1,1,50,50,2,50,43,7,0,1,2,True,,662,1153,True,True,17,,948,936,7169,188,43,43,Right,0.660596674,0.307810615,0.41633794,0.02488894,0.4950969,1.3656022980000002,3000.0,Free,"Correct, no change",3,5
2352,2,1969,2266,82.68,89.15,1993,2620,1,1,50,50,1,50,45,5,0,1,2,True,,834,1256,True,True,17,,776,1001,7710,185,45,45,Left,0.026842822000000002,-0.405109912,0.522661017,0.15093905400000002,-0.431371557,-0.019558875,3000.0,Free,"Correct, no change",4,7
2353,2,1536,1695,78.75,86.1,2492,6585,1,1,50,50,2,45,50,5,0,1,2,False,,741,844,False,False,17,,744,1358,7892,182,45,45,Right,-0.293704493,-0.76569906,0.278837419,-0.138123238,-0.431371557,-0.391627602,3000.0,Free,"Correct, no change",4,6
2356,2,1452,1801,94.13,85.67,2077,5214,1,1,53,53,1,50,53,3,0,2,2,False,,824,1548,False,False,17,,736,730,8462,189,50,50,Left,0.960752938,0.6454615220000001,0.24446228899999997,-0.178876283,-1.3578400130000001,-0.46380721700000005,3000.0,Free,"Correct, no change",5,6
2364,2,1774,2023,71.65,67.45,2683,2861,-1,-1,50,50,1,52,50,2,1,2,2,True,,799,1076,False,False,17,,792,1233,9499,30,52,52,Left,-0.8728103290000001,-1.4171451019999999,-1.212083924,-1.9056680780000002,-1.821074242,-0.18711869399999997,3000.0,Free,"Incorrect, no change",4,7
2366,2,1526,3593,63.55,89.78,1900,2918,1,1,55,55,1,50,55,5,0,2,2,False,,853,1116,False,False,17,,582,1050,9777,175,50,50,Right,-1.533480367,-2.1603441080000003,0.57302458,0.210647003,-0.431371557,-0.400220413,3000.0,Free,"Correct, no change",3,7
2370,3,1982,1593,58.87,62.78,2356,2054,-1,1,50,53,0,50,53,3,1,1,2,False,,712,770,True,False,17,,680,1540,10372,101,53,50,Right,-1.915200833,-2.589747978,-1.585413826,-2.348265097,-1.3578400130000001,-0.008388221,3000.0,Free,Incorrect to correct,3,7
2372,3,1409,1539,90.87,96.0,3002,1971,-1,-1,46,46,1,50,46,4,1,1,2,True,,822,1158,False,False,17,,656,950,10475,6,50,50,Left,0.6948536390000001,0.34634686,1.070264834,0.800144532,-0.894605785,-0.500756305,3000.0,Free,"Incorrect, no change",4,6
2373,3,1852,2300,81.08,74.43,2071,2495,-1,-1,45,45,0,50,45,5,1,2,2,True,,633,1395,False,False,17,,886,942,10496,21,50,50,Left,-0.103659901,-0.551914654,-0.654087625,-1.244141913,-0.431371557,-0.12009476699999999,3000.0,Free,"Incorrect, no change",5,6
2374,3,1564,1487,83.38,98.22,1352,3332,1,1,56,56,1,50,56,6,0,1,2,False,,896,1056,False,False,17,,734,1240,10686,190,50,50,Right,0.083937764,-0.34088283799999997,1.247736437,1.010543971,0.031862672,-0.367567731,3000.0,Free,"Correct, no change",4,7
2376,3,1299,1614,89.53,84.68,1630,2041,1,1,55,55,1,55,50,5,0,1,2,True,,734,1177,True,True,17,,872,1092,11052,186,50,50,Right,0.585557608,0.223397889,0.16531954699999998,-0.27270306,-0.431371557,-0.595277229,3000.0,Free,"Correct, no change",4,7
2378,3,1477,2318,79.83,74.52,4223,1939,-1,-1,50,50,0,50,56,6,1,1,2,False,,740,886,True,True,17,,856,1472,11102,22,56,56,Right,-0.205615154,-0.666605859,-0.64689283,-1.2356122059999999,0.031862672,-0.442325189,3000.0,Free,"Incorrect, no change",4,6
2381,3,1624,2808,90.17,81.37,1042,1779,1,1,58,58,2,50,58,8,0,1,2,False,,944,1562,False,False,17,,713,723,11572,185,50,50,Left,0.637758697,0.282119785,-0.09928901300000001,-0.586406729,0.9583311290000001,-0.31601086300000003,3000.0,Free,"Correct, no change",3,6
2390,4,1550,2838,87.55,69.15,2048,1511,-1,1,44,50,1,44,50,6,1,1,2,False,,891,1382,True,False,17,,700,938,12830,90,50,44,Right,0.42406048700000004,0.041727021,-1.076182246,-1.744551391,0.031862672,-0.379597666,3000.0,Free,Incorrect to correct,5,7
2392,4,1412,1920,85.0,73.18,1270,1129,1,1,50,50,2,43,50,7,0,1,2,False,,650,1457,False,False,17,,962,892,13195,178,43,43,Left,0.21607177100000002,-0.192243037,-0.754015329,-1.362610066,0.4950969,-0.49817846200000004,3000.0,Free,"Correct, no change",5,7
2394,4,2521,1546,72.02,78.97,2285,1953,1,1,56,56,2,56,50,6,0,1,2,True,,738,1370,True,True,17,,898,1058,13532,175,50,50,Left,-0.8426315740000001,-1.383196505,-0.29115020399999997,-0.813865582,0.031862672,0.454764306,3000.0,Free,"Correct, no change",6,5
2398,4,5154,1878,72.8,64.07,2288,1495,-1,-1,43,43,0,43,50,7,1,2,2,False,,1018,905,True,True,17,,530,1454,13940,30,50,50,Right,-0.779011496,-1.311629194,-1.482288435,-2.226005964,0.4950969,2.717251507,3000.0,Free,"Incorrect, no change",3,5
2400,4,3830,2465,93.05,93.22,2036,1636,1,1,58,58,2,58,50,8,0,1,3,True,,734,1364,True,True,17,,800,1046,14319,192,50,50,Right,0.872663599,0.546368321,0.8480256209999999,0.53667136,0.9583311290000001,1.579563298,3000.0,Free,"Correct, no change",4,6
2404,4,2716,1833,59.33,65.4,2313,3697,1,1,57,57,1,50,57,7,0,1,2,False,,744,1276,False,False,17,,848,892,14952,161,50,50,Right,-1.8776813,-2.547541614,-1.3759653580000002,-2.099955849,0.4950969,0.622324125,3000.0,Free,"Correct, no change",4,7
2409,5,1921,1863,56.15,56.55,1513,1237,1,1,50,50,2,50,44,6,0,1,2,True,,640,1026,True,True,17,,946,1268,15674,156,44,44,Left,-2.137055464,-2.839316039,-2.083453502,-2.9387103710000004,0.031862672,-0.060804369000000004,3000.0,Free,"Correct, no change",5,7
2411,5,1656,1586,99.02,100.62,1226,1456,1,1,50,50,2,45,50,5,0,1,2,False,,910,1408,False,False,17,,736,867,16026,199,45,45,Left,1.359601887,1.0941335140000001,1.439597628,1.238002825,-0.431371557,-0.288513867,3000.0,Free,"Correct, no change",4,7
2413,5,1403,1718,83.47,85.13,1568,1690,-1,1,50,54,1,50,54,4,1,1,2,False,,688,1008,True,False,17,,868,1413,16322,100,54,50,Right,0.09127854199999999,-0.332625071,0.201293521,-0.230054525,-0.894605785,-0.505911992,3000.0,Free,Incorrect to correct,6,8
2416,5,1303,1645,86.02,89.55,1050,1576,1,1,50,50,1,46,50,4,0,1,2,False,,554,1058,False,False,17,,864,1344,16900,187,46,46,Right,0.299267258,-0.098655014,0.5546378820000001,0.188848863,-0.894605785,-0.591840104,3000.0,Free,"Correct, no change",5,8
2418,5,1786,1484,96.45,87.13,2023,1293,-1,-1,47,47,0,47,50,3,1,1,3,False,,754,940,True,True,17,,844,1268,17103,7,50,50,Right,1.149981887,0.8583283970000001,0.36117784700000005,-0.040505481,-1.3578400130000001,-0.17680732100000002,3000.0,Free,"Incorrect, no change",4,6
2426,5,1379,1401,82.03,97.37,2481,1749,1,1,54,54,1,50,54,4,0,1,2,False,,948,968,False,False,17,,714,1341,18276,189,50,50,Left,-0.026173909,-0.464749339,1.179785598,0.929985627,-0.894605785,-0.526534739,3000.0,Free,"Correct, no change",4,8
2427,5,1381,1685,85.37,74.38,1118,1860,-1,-1,46,46,1,46,50,4,1,1,2,False,,762,858,True,True,17,,866,1426,18295,19,50,50,Right,0.24625052600000003,-0.15829444,-0.6580847329999999,-1.248880639,-0.894605785,-0.524816176,3000.0,Free,"Incorrect, no change",4,7
2429,5,1334,1894,57.68,55.03,2243,1183,-1,-1,50,50,1,55,50,5,1,1,2,True,,698,1291,False,False,17,,856,854,18506,43,55,55,Right,-2.012262234,-2.698934005,-2.20496559,-3.082767645,-0.431371557,-0.565202389,3000.0,Free,"Incorrect, no change",6,5
2431,6,1382,1637,60.18,75.38,1071,1116,1,1,50,50,2,50,44,6,0,1,2,True,,912,1460,True,True,17,,744,980,18843,167,44,44,Left,-1.808351728,-2.469551595,-0.57814257,-1.154106117,0.031862672,-0.523956895,3000.0,Free,"Correct, no change",4,6
2432,6,1244,2018,76.32,73.85,845,800,1,1,50,50,1,50,45,5,0,2,2,True,,751,1366,True,True,17,,812,892,19017,174,45,45,Right,-0.491905504,-0.988658762,-0.70045408,-1.2991111359999998,-0.431371557,-0.642537691,3000.0,Free,"Correct, no change",5,6
2433,6,1220,1379,80.85,77.07,883,748,1,1,50,50,2,50,45,5,0,1,4,True,,717,1140,True,True,17,,949,1495,19195,178,45,45,Right,-0.12241966800000001,-0.573017836,-0.443040314,-0.993937174,-0.431371557,-0.663160438,3000.0,Free,"Correct, no change",4,7
2434,6,1503,2467,69.3,70.87,1244,1561,-1,1,46,50,0,50,46,4,1,2,2,True,,936,832,False,True,17,,824,1272,19295,100,50,46,Left,-1.064486204,-1.632764567,-0.938681726,-1.5815392119999998,-0.894605785,-0.419983879,3000.0,Free,Incorrect to correct,4,6
2436,6,2029,1969,60.03,54.18,1297,1250,1,-1,50,44,1,44,50,6,0,1,2,False,,732,1134,False,True,17,,878,1415,19420,102,44,50,Left,-1.820586359,-2.48331454,-2.272916429,-3.1633259889999996,0.031862672,0.031997992,3000.0,Free,Correct to incorrect,4,7
2437,6,2212,4132,57.92,76.55,1303,3065,1,1,50,50,2,50,44,6,0,1,2,True,,693,1384,True,True,17,,862,1034,19586,166,44,44,Right,-1.992686826,-2.676913293,-0.484610239,-1.043219926,0.031862672,0.18924643800000002,3000.0,Free,"Correct, no change",5,7
2450,6,1306,2456,89.55,64.22,1273,1338,1,1,50,50,1,50,43,7,0,1,3,True,,733,1728,True,True,17,,800,874,21499,176,43,43,Right,0.587188892,0.22523294800000002,-1.470297111,-2.211789785,0.4950969,-0.589262261,3000.0,Free,"Correct, no change",2,8
2453,7,2208,5351,85.77,84.07,1595,2168,1,1,56,56,2,56,50,6,0,1,2,True,,758,1204,True,True,17,,848,922,22058,184,50,50,Right,0.278876207,-0.121593255,0.11655482800000001,-0.330515519,0.031862672,0.18580931399999998,3000.0,Free,"Correct, no change",4,6
2456,7,1201,1516,91.52,90.3,1222,1183,1,1,50,50,1,50,46,4,0,1,1,True,,708,1337,True,True,17,,896,1032,22622,190,46,46,Right,0.74787037,0.40598628600000003,0.6145945039999999,0.259929755,-0.894605785,-0.6794867790000001,3000.0,Free,"Correct, no change",5,7
2460,7,2619,2955,96.38,98.12,1829,3033,1,1,50,50,1,50,47,3,0,2,2,True,,882,924,True,True,17,,724,1330,23220,197,47,47,Left,1.144272393,0.85190569,1.23974222,1.001066519,-1.3578400130000001,0.538973856,3000.0,Free,"Correct, no change",5,6
2462,7,1836,1871,91.63,93.92,1850,2177,1,1,50,50,1,50,46,4,0,1,2,True,,731,1468,True,True,17,,856,994,23445,191,46,46,Right,0.756842432,0.41607911200000003,0.903985135,0.603013526,-0.894605785,-0.133843265,3000.0,Free,"Correct, no change",4,7
2467,7,2267,2434,77.03,83.53,1337,1629,-1,1,50,55,0,55,50,5,1,1,3,True,,922,986,False,True,17,,750,1036,23941,102,55,50,Left,-0.43399492100000003,-0.9235141570000001,0.07338606,-0.381693761,-0.431371557,0.2365069,3000.0,Free,Incorrect to correct,4,3
2469,7,1847,1833,61.52,59.92,888,2144,1,1,56,56,2,56,50,6,0,1,3,True,,900,1412,True,True,17,,736,844,24294,159,50,50,Left,-1.699055697,-2.346602624,-1.8140484119999998,-2.619320231,0.031862672,-0.124391172,3000.0,Free,"Correct, no change",4,6
2471,7,1314,1919,96.12,97.5,956,1581,1,1,56,56,1,56,50,6,0,1,2,True,,751,970,True,True,17,,1056,1370,24521,196,50,50,Right,1.1230657,0.828049919,1.190178079,0.942306315,0.031862672,-0.582388012,3000.0,Free,"Correct, no change",3,5
2474,8,1157,1794,97.65,96.48,930,1689,1,1,50,50,2,50,44,6,0,1,1,True,,720,1179,True,True,17,,906,906,24972,196,44,44,Right,1.24785893,0.968431954,1.108637073,0.8456363020000001,0.031862672,-0.7172951479999999,3000.0,Free,"Correct, no change",4,6
2475,8,2882,1878,92.18,93.87,1864,3415,1,1,50,50,1,50,45,5,0,1,2,True,,748,1519,True,True,17,,956,944,25164,192,45,45,Right,0.801702743,0.466543242,0.899988027,0.598274799,-0.431371557,0.764964792,3000.0,Free,"Correct, no change",3,7
2480,8,9134,9627,88.53,88.37,2082,3317,1,1,50,50,1,42,50,8,0,2,3,False,,944,1222,False,False,17,,917,1096,25830,188,42,42,Left,0.503993405,0.131644925,0.46030613,0.077014927,0.9583311290000001,6.137190384,3000.0,Free,"Correct, no change",5,4
2482,8,4311,2224,98.2,92.32,1742,1017,1,1,50,50,1,50,43,7,0,1,2,True,,700,976,True,True,17,,886,1098,26209,195,43,43,Right,1.292719241,1.018896084,0.776077674,0.45137429,0.4950969,1.992877519,3000.0,Free,"Correct, no change",5,4
2488,8,2340,5790,92.35,100.55,1308,2596,1,1,54,54,1,50,54,4,0,1,2,False,,746,1154,False,False,17,,862,1048,27362,196,50,50,Right,0.815568658,0.482141246,1.434001677,1.231368608,-0.894605785,0.299234422,3000.0,Free,"Correct, no change",5,6
2491,8,1754,1439,95.17,98.68,835,2212,1,1,53,53,2,53,50,3,0,1,3,True,,729,888,True,True,17,,862,1456,27953,196,50,50,Right,1.045579708,0.7408846040000001,1.2845098320000001,1.054140251,-1.3578400130000001,-0.20430431699999999,3000.0,Free,"Correct, no change",5,6
2492,8,1721,2863,84.48,90.25,1459,1966,-1,-1,50,50,0,52,50,2,1,2,2,True,,866,1462,False,False,17,,764,1030,27964,11,52,52,Left,0.17365838600000003,-0.239954578,0.6105973960000001,0.25519102899999996,-1.821074242,-0.232660594,3000.0,Free,"Incorrect, no change",4,7
2502,0,1478,1100,69.23,92.58,759,304,1,1,57,57,2,50,57,7,0,1,5,False,,430,1172,False,False,18,,1196,1127,1038,180,50,50,Left,0.634701255,0.5914245810000001,1.161376458,1.0413888359999999,2.199515226,-0.289121437,3000.0,Free,"Correct, no change",2,2
2505,0,1752,1693,46.33,86.97,1077,878,1,1,57,57,1,50,57,7,0,1,5,False,,601,919,False,False,18,,872,1616,1482,166,50,50,Right,-0.301270085,-0.33353056,0.8831131520000001,0.7724443059999999,2.199515226,-0.120796099,3000.0,Free,"Correct, no change",2,2
2506,0,1449,1710,82.03,73.15,482,722,1,1,57,57,2,57,50,7,0,1,3,True,,850,1058,True,True,18,,774,1034,1659,177,50,50,Left,1.157864275,1.108430075,0.197623152,0.109910721,2.199515226,-0.306936892,3000.0,Free,"Correct, no change",1,4
2507,0,1861,1548,80.97,83.27,614,287,1,1,56,56,1,56,50,6,0,1,5,True,,284,1564,True,True,18,,856,1007,1840,181,50,50,Right,1.114539837,1.065615557,0.699588333,0.59506556,1.6156048319999998,-0.05383456,3000.0,Free,"Correct, no change",3,3
2510,0,1480,1629,71.57,59.68,1008,1824,1,1,50,50,2,50,45,5,0,1,5,True,,874,965,True,True,18,,743,1182,2352,164,45,45,Left,0.730341995,0.685939648,-0.470506391,-0.535843793,1.031694438,-0.287892785,3000.0,Free,"Correct, no change",3,1
2511,0,1281,1889,14.25,25.12,3064,3306,1,-1,54,50,1,50,54,4,0,2,4,False,,626,872,False,True,18,,912,1603,2446,94,50,54,Right,-1.6124474030000002,-1.629275579,-2.184727403,-2.1926571569999997,0.447784044,-0.41014366799999996,3000.0,Free,Correct to incorrect,3,3
2514,1,2018,1728,56.5,46.7,429,6126,1,1,53,53,2,53,50,3,0,1,4,True,,554,670,True,True,18,,724,1223,2928,151,50,50,Right,0.114399283,0.077246461,-1.114331297,-1.158107609,-0.136126349,0.04261463,3000.0,Free,"Correct, no change",2,0
2518,1,1635,1539,42.07,60.48,4213,695,1,1,52,52,1,50,52,2,0,1,5,False,,736,1220,False,False,18,,830,962,3414,151,50,50,Right,-0.47538527700000005,-0.5055964510000001,-0.43082534899999997,-0.497491632,-0.720036743,-0.192672247,3000.0,Free,"Correct, no change",3,1
2527,1,2420,10549,34.28,23.22,2440,2169,1,1,50,50,1,50,48,2,0,1,4,True,,735,1096,True,True,18,,818,1034,4489,128,48,48,Right,-0.793779021,-0.820242763,-2.2789698780000003,-2.28374354,-0.720036743,0.289573701,3000.0,Free,"Correct, no change",4,2
2529,1,2717,2343,49.85,86.63,841,1579,1,1,53,53,1,50,53,3,0,1,7,False,,756,1312,False,False,18,,672,1115,4707,167,50,50,Left,-0.15740025400000002,-0.19135405,0.8662487090000001,0.756144637,-0.136126349,0.472028538,3000.0,Free,"Correct, no change",4,0
2530,1,19389,4250,92.32,90.4,7637,827,1,1,53,53,2,50,53,3,0,3,5,False,,644,915,False,False,18,,844,1228,4898,191,50,50,Right,1.5784382959999999,1.5240540219999998,1.0532456190000001,0.936879197,-0.136126349,10.71407242,3000.0,Free,"Correct, no change",2,1
2531,1,1384,3367,81.85,85.0,1099,552,1,1,52,52,1,50,52,2,0,2,5,False,,752,936,False,False,18,,827,1092,5080,182,50,50,Left,1.150507295,1.101159685,0.7853985859999999,0.678002109,-0.720036743,-0.346868085,3000.0,Free,"Correct, no change",1,1
2532,1,2144,2601,82.8,88.52,2581,2202,-1,-1,50,50,1,52,50,2,1,2,6,True,,891,1353,False,False,18,,668,1222,5093,13,52,52,Left,1.1893358,1.139531186,0.959995171,0.846751618,-0.720036743,0.12001971199999999,3000.0,Free,"Incorrect, no change",2,0
2535,2,2639,2226,71.92,90.27,1603,2357,-1,-1,46,46,1,46,50,4,1,2,5,False,,642,1012,True,True,18,,934,1094,5222,18,50,50,Right,0.7446472340000001,0.7000765170000001,1.04679745,0.93064697,0.447784044,0.424111106,3000.0,Free,"Incorrect, no change",2,1
2537,2,1146,1689,71.65,52.03,950,978,1,-1,55,50,2,50,55,5,0,1,6,False,,888,968,False,True,18,,756,1457,5519,108,50,55,Left,0.733611764,0.689170932,-0.849956355,-0.902586335,1.031694438,-0.493077685,3000.0,Free,Correct to incorrect,2,1
2538,2,1303,1481,62.22,81.33,1107,544,-1,-1,46,46,0,46,50,4,1,1,5,False,,983,823,True,True,18,,686,1120,5546,27,50,50,Right,0.34818775799999996,0.308283291,0.603361806,0.502061569,0.447784044,-0.396628495,3000.0,Free,"Incorrect, no change",0,1
2540,2,1329,1437,52.08,66.38,414,772,1,1,50,50,1,50,44,6,0,2,5,True,,1113,1016,True,True,18,,502,1172,5754,159,44,44,Left,-0.066255447,-0.101281999,-0.138177665,-0.21464444300000002,1.6156048319999998,-0.380656018,3000.0,Free,"Correct, no change",1,2
